Number,Date,Team,Polar,Tweet
92, 2019-03-22,Man Utd, 0.4, Lionel Messi could struggle to be fit to face Man United
93, 2019-03-22,Man Utd, 0.0, RT Naadarkua Man Utd is a religion
94, 2019-03-22,Man Utd, 0.0, Open at 12pm todayWalsall v Barnsley 12pm Chesterfield v Sutton Utd 1230pmGeorgia v Switzerland 2p
95, 2019-03-22,Man Utd, 0.14, Transfer news LIVE Man Utd Coutinho boost Arsenal eye duo Madrid contact Ch FCB Barca Cule FNH
96, 2019-03-22,Man Utd, 0.04, UtdEzu Raul jimenez is Rich mans Chicharito Works hard contributes defensively a lot
97, 2019-03-22,Man Utd, 0.73, WilliamHill yourodds Man city to win prem man utd top 4 Aston villa to win promotion Lincoln to win outright league 2
98, 2019-03-22,Man Utd, 0.0, RT TheSunFootball Man Utd meet Jadon Sanchos camp over 70m transfer ncustisTheSun
99, 2019-03-22,Man Utd, 0.4, WonderTwigKid GoalNews ManUtd And it means he is better than whole man utd players and history ok But United st
0, 2019-03-22,Newcastle, 0.25, RT StaffsPolice APPEAL were appealing for witnesses after a 47yearold woman died following a nonstop collision on Pitgreen Lane Ne
1, 2019-03-22,Newcastle, 0.0, RT AdvBarryRoux Mayor of Newcastle Ntuthuko Mahlaba was arrested yesterday in connection with the murder of Wandile Ngobeni a former A
2, 2019-03-22,Newcastle, -0.1, RT PiqueDarksiight TodayFirst up AmnesiaIbiza PrintworksLDN set time14001630 last few tickets Then
3, 2019-03-22,Newcastle, 0.0, RT FalconsRugby The East Stand at St James Park will be a sea of colour when Newcastle Falcons and Sale Sharks run out for The Big One t
4, 2019-03-22,Newcastle, 0.0, RT NE4EU We are Newcastle Durham Sunderland Morpeth Middlesbrough Darlington everywhere inbetween We are Northumberland Tyne and
5, 2019-03-22,Newcastle, 0.0, RT NE4EU We are Newcastle Durham Sunderland Morpeth Middlesbrough Darlington everywhere inbetween We are Northumberland Tyne and
6, 2019-03-22,Newcastle, 0.33, RT footynews34 GOOOOOOOOAL super goal from Newcastle United striker Salomon Rondon And Venezuela are 10 against Argentina that ball
7, 2019-03-22,Newcastle, -0.1, RT PenrithPanthers MATCH HIGHLIGHTS See all the tries and James Maloneys trysaver in tonights victory over Newcastle
8, 2019-03-22,Newcastle, 0.57, RT nswrlra RICKEY HITS 250 NOT OUT Tonight is a special night for our very own Rickey Mcfarlane who will officiate in his 250th NRL ga
9, 2019-03-22,Newcastle, -0.1, peasmoldia Weird I only went once to Newcastle about 40 years ago but I recognised it straight away
10, 2019-03-22,Newcastle, 0.57, RICKEY HITS 250 NOT OUT Tonight is a special night for our very own Rickey Mcfarlane who will officiate in his 2
11, 2019-03-22,Newcastle, 0.0, GOAL Edgeworth Eagles in Australia Northern NswEdgeworth Eagles 11 Newcastle Jets II
12, 2019-03-22,Newcastle, 0.7, RT Pl2You The draw for the QF of the PremierLeague cup has been made and its thrown up some fascinating ties Burnley vs Leeds Unit
13, 2019-03-22,Newcastle, 0.0, RT NE4EU We are Newcastle Durham Sunderland Morpeth Middlesbrough Darlington everywhere inbetween We are Northumberland Tyne and
14, 2019-03-22,Newcastle, 0.0, RT Tees4Europe One of the coaches from Newcastle with 60 people on board NE4EU PutitothePeopleMarch
15, 2019-03-22,Newcastle, 0.0, RT FootballFactly Newcastle were blessed This duo
16, 2019-03-22,Newcastle, 0.0, RT NE4EU We are Newcastle Durham Sunderland Morpeth Middlesbrough Darlington everywhere inbetween We are Northumberland Tyne and
17, 2019-03-22,Newcastle, 0.05, RT ChronicleNUFC With me being a Sunderland lad in front of 52000 Newcastle fans hurling abuse at you for the full game too much st
18, 2019-03-22,Newcastle, -0.1, TodayFirst up AmnesiaIbiza PrintworksLDN set time14001630 last few tickets Th
19, 2019-03-22,Newcastle, 0.0, RT GerryCinnamon Newcastle Fuckin ell
20, 2019-03-22,Newcastle, 0.14, RT hashNewDelhi New Indian street food restaurant My Delhi is opening in Newcastle Chronicle Live Delhi
21, 2019-03-22,Newcastle, 0.0, RT archnorthstaffs Were looking for a parttime Support Worker to join our team at Pointon HousePointon House is a supported accommod
22, 2019-03-22,Newcastle, 0.7, RT Pl2You The draw for the QF of the PremierLeague cup has been made and its thrown up some fascinating ties Burnley vs Leeds Unit
23, 2019-03-22,Newcastle, 0.0, RT NE4EU We are Newcastle Durham Sunderland Morpeth Middlesbrough Darlington everywhere inbetween We are Northumberland Tyne and
24, 2019-03-22,Newcastle, 0.46, RT dangreenhough Gutted to not be able to make peoplesvoteuk march today due to a race tomorrow Best of luck to everyone going and fig
25, 2019-03-22,Newcastle, 0.14, RT samkelemaseko BREAKING Newly Elected Newcastle Municipality Mayor Dr Ntuthuko Mahlaba has been arrested His also the regional Chairp
26, 2019-03-22,Newcastle, 0.07, RT TheNufcBlog Newcastle To Set Up New Process For Potential Buyers Of Club nufc
27, 2019-03-22,Newcastle, 0.0, DavidLammy We are on the coach from Newcastle to march with you PutitothePeople
28, 2019-03-22,Newcastle, -0.16, RT helenaverley AndrewAdonis AnnaSoubry heres the down stairs of our bus coming from NewcastleuponTyne peoplesvoteuk
29, 2019-03-22,Newcastle, 0.0, RT FalconsRugby The day is finally here its The Big OneNewcastle Falcons meet Sale Sharks today at St James Park in a 530pm Galla
30, 2019-03-22,Newcastle, 0.33, RT footynews34 GOOOOOOOOAL super goal from Newcastle United striker Salomon Rondon And Venezuela are 10 against Argentina that ball
31, 2019-03-22,Newcastle, 0.0, RT FootballFactly Newcastle were blessed This duo
32, 2019-03-22,Newcastle, -0.23, RT JesmondDavid PVRoadTrip on way from Newcastle Just bumped into Chris on the train going to his first ever march Says hes sick of B
33, 2019-03-22,Newcastle, 0.3, RT alicecharity Last year we supported over 1000 families in Newcastle Under Lyme amp Stoke on Trent Here are some of the amazing donatio
34, 2019-03-22,Newcastle, 0.65, RT wendyTRG Unforgettable experience of ringing at an Amur Falcon roost of many thousand birds Newcastle has the largest roost in South
35, 2019-03-22,Newcastle, 0.1, JaneCaro NSW syndrome in action We get told so often that Newcastle Sydney Wollongong is all that matters the voters believed them
36, 2019-03-22,Newcastle, 0.13, samkelemaseko Eish wandile wake wangipha ne lift ngiya Newcastle the pain i felt when he was murdered this dogs he was very young
37, 2019-03-22,Newcastle, 0.0, RT GerryCinnamon Newcastle Fuckin ell
38, 2019-03-22,Newcastle, 0.19, 15minutegamer Thank you Im so excited its been ages since Ive been up in Newcastle especially for filming
39, 2019-03-22,Newcastle, 0.0, So the Northumbria Police HQ based in Newcastle got attacked 7 Windows put out
40, 2019-03-22,Newcastle, 0.0, RT BristolFlyers Eurosteppin all the way to Newcastle
41, 2019-03-22,Newcastle, 0.0, RT AdvBarryRoux Mayor of Newcastle Ntuthuko Mahlaba was arrested yesterday in connection with the murder of Wandile Ngobeni a former A
42, 2019-03-22,Newcastle, 0.25, RT StaffsPolice APPEAL were appealing for witnesses after a 47yearold woman died following a nonstop collision on Pitgreen Lane Ne
43, 2019-03-22,Newcastle, -0.6, RT hawketheband All set for TheHaraBand tour tomorrow BIRMINGHAM NEWCASTLEBe fucking readyyyyyy
44, 2019-03-22,Newcastle, 0.7, RT TheNufcBlog Newcastle Want Talented BoxToBox Midfielder After Failing To Sign Him In January nufc
45, 2019-03-22,Newcastle, 0.07, Newcastle To Set Up New Process For Potential Buyers Of Club nufc
46, 2019-03-22,Newcastle, 0.0, RT NE4EU We are Newcastle Durham Sunderland Morpeth Middlesbrough Darlington everywhere inbetween We are Northumberland Tyne and
47, 2019-03-22,Newcastle, 0.0, RT NE4EU We are Newcastle Durham Sunderland Morpeth Middlesbrough Darlington everywhere inbetween We are Northumberland Tyne and
48, 2019-03-22,Newcastle, 0.1, SophieRunning I am on the coach from Newcastle to the march with my 16 yr old daughter and our plan for tomorrow i
49, 2019-03-22,Newcastle, 0.0, abcnews Hey in the state election promises you guys wrote in hospitalsThe Coalition will spend 780 redevelop
50, 2019-03-22,Newcastle, 0.0, RT NE4EU We are Newcastle Durham Sunderland Morpeth Middlesbrough Darlington everywhere inbetween We are Northumberland Tyne and
51, 2019-03-22,Newcastle, -0.23, RT JesmondDavid PVRoadTrip on way from Newcastle Just bumped into Chris on the train going to his first ever march Says hes sick of B
52, 2019-03-22,Newcastle, 0.0, RT NE4EU We are Newcastle Durham Sunderland Morpeth Middlesbrough Darlington everywhere inbetween We are Northumberland Tyne and
53, 2019-03-22,Newcastle, 0.33, The Northern most Channel Island Alderney comes into view The sky is blue like their famous jerseys in this part
54, 2019-03-22,Newcastle, 0.0, 2nd April Arsenal Vs Newcastle 3AM12th April Arsenal Vs Napoli 3AM16th April Watford Vs Arsenal 3AM19th
55, 2019-03-22,Newcastle, 0.0, CLEARED Newcastle Emergency services have concluded their investigations between Newcastle and Darlington Trai
56, 2019-03-22,Newcastle, -0.23, RT JesmondDavid PVRoadTrip on way from Newcastle Just bumped into Chris on the train going to his first ever march Says hes sick of B
57, 2019-03-22,Newcastle, 0.0, RT mcguinnessd We are recruiting a number of lecturing staff to join the Built Environment team at Northumbria University NorthumbriaPr
58, 2019-03-22,Newcastle, 0.0, RT NE4EU We are Newcastle Durham Sunderland Morpeth Middlesbrough Darlington everywhere inbetween We are Northumberland Tyne and
59, 2019-03-22,Newcastle, -0.23, RT JesmondDavid PVRoadTrip on way from Newcastle Just bumped into Chris on the train going to his first ever march Says hes sick of B
60, 2019-03-22,Newcastle, 0.04, RT samkelemaseko KZNPoliticalKillings This is the second arrest of a high profile ANC politician in the province of ANCKZN Newcastle
61, 2019-03-22,Newcastle, 0.33, RT footynews34 GOOOOOOOOAL super goal from Newcastle United striker Salomon Rondon And Venezuela are 10 against Argentina that ball
62, 2019-03-22,Newcastle, 0.25, RT StaffsPolice APPEAL were appealing for witnesses after a 47yearold woman died following a nonstop collision on Pitgreen Lane Ne
63, 2019-03-22,Newcastle, 0.5, RT TheQOY1 For those of you looking for a more Northerly event the QOY will be celebrating in Newcastle Wigan Chester York and Scarbor
64, 2019-03-22,Newcastle, 0.12, RugbyPass Coach Geordan Murphy said The top four is going to be very difficult for us new and so is the top six
65, 2019-03-22,Newcastle, 0.05, RT FORLSainz CxllumPxterson 5 years for a 240p game with west ham and Newcastle in Arabic commentaryBut 3 for NONCERY Ok
66, 2019-03-22,Newcastle, 0.0, RT HalleronLiam Buskers in newcastle man
67, 2019-03-22,Newcastle, 0.18, Weekend off and then filming another short next week Super excited to be headed up to Newcastle for it THA TOOOON ActorsLife
68, 2019-03-22,Newcastle, -0.08, People of Newcastle and Gateshead if youre at a loose end tonight go and see josienneclarke support Seth Lakem
69, 2019-03-22,Newcastle, 0.0, RT pubhealthjobsuk Research AssistantResearch Associate in Lifestyle and Health Newcastle University27831 to 39610Closes 2004RT
70, 2019-03-22,Newcastle, 0.15, Full roundup of when and where NUFCs international men are in action
71, 2019-03-22,Newcastle, 0.0, Crosby71 She reminds me of Rafael Benitez and his facts speech when he lost the plot and mind gamesShe will be
72, 2019-03-22,Newcastle, -0.23, RT JesmondDavid PVRoadTrip on way from Newcastle Just bumped into Chris on the train going to his first ever march Says hes sick of B
73, 2019-03-22,Newcastle, 0.0, Here in Newcastle the ruby is on at St James ParkIf you are going along to the ground today we are just a 5 minute
74, 2019-03-22,Newcastle, 0.0, RT NatashaMarrian Dr Ntuthuko Mahlaba the mayor of Newcastle has been arrested by the task team probing political killings in KwaZuluN
75, 2019-03-22,Newcastle, -0.1, RT EmmaSoden11 Ive made some breakfast banana muffins to share with my fellow marchers on the long bus journey down tomorrow from Newcas
76, 2019-03-22,Newcastle, -0.03, Lots of fun at the Newcastle Eagles vs Bristol Flyers game last night Lets go Eagles basketball
77, 2019-03-22,Newcastle, 0.0, RT gonortheast NEWCASTLE 2019 TROPHIES TOUR Day 2 23 March The Big One Falcons v Sale Sharks at St James ParkFind out mo
78, 2019-03-22,Newcastle, -0.1, RT EmmaSoden11 Ive made some breakfast banana muffins to share with my fellow marchers on the long bus journey down tomorrow from Newcas
79, 2019-03-22,Newcastle, 0.2, RT CarlWalsh33 You sir GerryCinnamon are an absolute legend Newcastle was bouncing tonight What a gig man
80, 2019-03-22,Newcastle, 0.0, GW9 Newcastle A L 41Terrible performance goal Andone assist Gross
81, 2019-03-22,Newcastle, -0.1, RT EmmaSoden11 Ive made some breakfast banana muffins to share with my fellow marchers on the long bus journey down tomorrow from Newcas
82, 2019-03-22,Newcastle, 0.0, RT NE4EU We are Newcastle Durham Sunderland Morpeth Middlesbrough Darlington everywhere inbetween We are Northumberland Tyne and
83, 2019-03-22,Newcastle, 0.0, RT NE4EU Sunderland and Newcastle united in their mission to stop Brexit today Miracles do happen Travelling to PutItToThePeople Londo
84, 2019-03-22,Newcastle, 0.17, RT RLongBailey If you can get to Newcastle on Saturday 6th April Ill be at this event with ChiOnwurah MayorJd4 and many more talki
85, 2019-03-22,Newcastle, 0.0, RT NE4EU We are Newcastle Durham Sunderland Morpeth Middlesbrough Darlington everywhere inbetween We are Northumberland Tyne and
86, 2019-03-22,Newcastle, 0.0, RT Tees4Europe One of the coaches from Newcastle with 60 people on board NE4EU PutitothePeopleMarch
87, 2019-03-22,Newcastle, 0.17, RT RLongBailey If you can get to Newcastle on Saturday 6th April Ill be at this event with ChiOnwurah MayorJd4 and many more talki
88, 2019-03-22,Newcastle, 0.4, RT birderlouis Currently on the train from Newcastle to London for the PeoplesVoteMarch Proud to be taking part in this athough Ive
89, 2019-03-22,Newcastle, 0.0, RT Tees4Europe One of the coaches from Newcastle with 60 people on board NE4EU PutitothePeopleMarch
90, 2019-03-22,Newcastle, 0.0, Two men arrested in Newcastle after a 47 yo woman died at the scene of a nonstop collision on Pitgreen Lane in Ne
91, 2019-03-22,Newcastle, 0.46, RT dangreenhough Gutted to not be able to make peoplesvoteuk march today due to a race tomorrow Best of luck to everyone going and fig
92, 2019-03-22,Newcastle, 0.0, peasmoldia Is that Newcastle railway station in the background
93, 2019-03-22,Newcastle, 0.0, RT GerryCinnamon Newcastle Fuckin ell
94, 2019-03-22,Newcastle, 0.17, RT RLongBailey If you can get to Newcastle on Saturday 6th April Ill be at this event with ChiOnwurah MayorJd4 and many more talki
95, 2019-03-22,Newcastle, 0.0, RT GeorgeMillward0 If you supportPortsmouthLiverpoolMan UnitedHullWolvesWest HamLeicester Newcastle Crystal PalaceSheff UtdLe
96, 2019-03-22,Newcastle, -0.4, andNickMullins Leicesters packgame as a whole at the breakdown is probably the worst in the prem this season Yo
97, 2019-03-22,Newcastle, 0.0, On my way to Newcastle with expatsoutherner and rocking the tartan St James here we come FalconsRugby COYF
98, 2019-03-22,Newcastle, 0.27, RT f534a388208c41c OTVDesk YouToryScum1 Just look at the recent council election in Newcastle under Lyme Independent win both Tories
99, 2019-03-22,Newcastle, 0.0, RT FootballFactly Newcastle were blessed This duo
0, 2019-03-22,Southampton, 0.0, Wembley Southampton A smiffla1987 aidenbimson wwfc
1, 2019-03-22,Southampton, -1.0, stevecole1984 JosephKnowles fullback03 Southampton too over the bar that was his worst of the 3
2, 2019-03-22,Southampton, 0.0, Got 2 Everton tickets for next week below face valueAlso got 2 for Southampton and Leicester Dm
3, 2019-03-22,Southampton, 0.53, RT CoadProfessor Had the most brilliant amp inspirational day at Southampton Academy of Research Thanks to Prof Alison Richardson Sharing
4, 2019-03-22,Southampton, 0.0, 0952 Red Jet 6 is leaving Southampton
5, 2019-03-22,Southampton, 0.0, Inventors and their Inventions SouthamptonMr Henry Endall lived at 55 Arthur Road Shirley SouthamptonHis in
6, 2019-03-22,Southampton, 0.25, Support marchofthemodsweekender supporting teenagecancertrust southampton today One of our favourite bands Bu
7, 2019-03-22,Southampton, 0.09, RT MediaMoriarty A little night time photography The Wool House Southampton Originally built in 1338 by Cistercian Monks from Beaulie
8, 2019-03-22,Southampton, 0.8, RT talkSAINTS Gareth Bale I loved playing for Southampton the fans are incredible and I will always be in debt to them Saintsfc htt
9, 2019-03-22,Southampton, 0.0, RT PlaymakerFC Loveable rogue King of the jungle Total chancertheuglyinside has his say on who he thinks is Southampton
10, 2019-03-22,Southampton, 0.0, 233 700 Longtailed Duck Weston Shore Southampton
11, 2019-03-22,Southampton, 0.12, Open today from 3pm8pm Hot Rod On at the Brewery Munich Malt makes up nearly 40 of the grain profile which
12, 2019-03-22,Southampton, 0.0, SiRickards Southampton tkt purchased
13, 2019-03-22,Southampton, -0.25, Ill be in Southampton this afternoon talking to local songwriters and composers all about PRSforMusic the event
14, 2019-03-22,Southampton, -0.05, RT ahmedhankir As a medical student with mental health difficulties from a minority ethnic amp faith background I was silencedSince recov
15, 2019-03-22,Southampton, 0.8, Great sales from Sean at westwaynissan in Southampton Looking forward to the Qashqai
16, 2019-03-22,Southampton, 0.0, Wembley and Southampton tickets sorted WWFC
17, 2019-03-22,Southampton, 0.0, YvonneARoberts Yes he was gassed in the trenches during WW1 amp now wed say he was suffering from PTSD His nephew
18, 2019-03-22,Southampton, 0.0, RT kenhobbs On train from Southampton to London for PutItToThePeopleMarchThe train is rammedIve never had to hunt for a seat on a
19, 2019-03-22,Southampton, 0.0, RT chicaguapa Allonsy from Southampton SotonForEurope dorsetforeurope PVRoadTrip PutItToThePeople
20, 2019-03-22,Southampton, 0.5, Hands up at Creative Maples this morning dramatherapy SEND hedgeend Southampton
21, 2019-03-22,Southampton, 0.8, RT talkSAINTS Gareth Bale I loved playing for Southampton the fans are incredible and I will always be in debt to them Saintsfc htt
22, 2019-03-22,Southampton, 0.07, Big thanks to Ade for helping towards Southampton away You and other STH have really helped this year wwfc
23, 2019-03-22,Southampton, 0.0, RT chicaguapa Allonsy from Southampton SotonForEurope dorsetforeurope PVRoadTrip PutItToThePeople
24, 2019-03-22,Southampton, 0.0, STROBE 2 Tickets go on sale soon this ones gonna be bigdnb dnbnation the1865 southampton
25, 2019-03-22,Southampton, 0.0, daveazzopardi Been to the ticket office for Southampton tickets this morning and you should have heard some of the
26, 2019-03-22,Southampton, 0.09, Im not certain whats normal for Saturdaymorning trains from Southampton to London but this one certainly seems
27, 2019-03-22,Southampton, 0.0, RT chiefafc What you in for mateDouble homicide rape and torture wbuI was providing a 1080p link for Southampton against Brig
28, 2019-03-22,Southampton, 0.0, UoB 2s v Southampton 2s lets go
29, 2019-03-22,Southampton, -0.16, AnnPettifor Aaaah shuddup Its so gloomy down here in Southampton
30, 2019-03-22,Southampton, 0.0, RT kenhobbs On train from Southampton to London for PutItToThePeopleMarchThe train is rammedIve never had to hunt for a seat on a
31, 2019-03-22,Southampton, 0.3, Southamptons golden boy but James WardProwse remains Pompey at heart Looking at the Farlington lad who contin
32, 2019-03-22,Southampton, -0.08, RT SeeSouthampton Have you spotted the mosaics hidden around SouthamptonRed dots are the mosaic eyes Blue dots the mosaic Mr Men htt
33, 2019-03-22,Southampton, 0.0, RT kenhobbs On train from Southampton to London for PutItToThePeopleMarchThe train is rammedIve never had to hunt for a seat on a
34, 2019-03-22,Southampton, 0.25, GB STAMPS FIRST DAY COVER 1962 PRODUCTIVITY SOUTHAMPTON T PHOS RARES COLLECTION 27 Bids
35, 2019-03-22,Southampton, 0.0, 0941 Red Jet 6 has arrived at Southampton
36, 2019-03-22,Southampton, 0.38, RT DestinationPlym Great to see SpiritofDiscovery SagaCruises is nearly completed So excited that one of her first voyages will follow
37, 2019-03-22,Southampton, 0.0, RT keithyofficial football teams with fans who have the smelliest breathcelticnotts forestliverpoolsunderlandbristol cityspursso
38, 2019-03-22,Southampton, 0.0, On train from Southampton to London for PutItToThePeopleMarchThe train is rammedIve never had to hunt for a s
39, 2019-03-22,Southampton, 0.28, RT communeamos Lets celebrate our own NGSuperFalcons striker IniAbasi Umotong who recently graduated with First class Honors in Econo
40, 2019-03-22,Southampton, -0.08, Have you spotted the mosaics hidden around SouthamptonRed dots are the mosaic eyes Blue dots the mosaic Mr Men
41, 2019-03-22,Southampton, 0.5, Check out the latest addition to eaglelabs in Southampton in conjunction with SouthamptonCC
42, 2019-03-22,Southampton, 0.5, AnnaKessel WomensSport KatieWhyatt mollymcelwee JuventusFCWomen I would love to know how England got around
43, 2019-03-22,Southampton, 0.0, RT Redstarales ONLY 2 WEEKS until our 2019 beer festival amp for those who need a weekend sporting fix the calendar has treated us well
44, 2019-03-22,Southampton, 0.29, RT KDeretuerto Another weekend another brilliant event in southampton Head down to Guildhall Square this afternoon for our citys new
45, 2019-03-22,Southampton, -0.15, Inferior Complex rehearsal 21st March 2019 Shirley Southampton
46, 2019-03-22,Southampton, 0.2, lauraFC72 Thanks Laurashould be sorted in 5 mins Waiting for Dom to ring me about Southampton
47, 2019-03-22,Southampton, 0.25, OfficialBHAFC Id rather you focused on Southampton first
48, 2019-03-22,Southampton, 0.35, RT AlanLeeTravis Good show last night at LDNwrestling in front of a sold out crowd in Totton britishwrestling southampton
49, 2019-03-22,Southampton, 0.0, JBlair94 Yeah I didnt even know that I got my Southampton ones on Wednesday aha
50, 2019-03-22,Southampton, 0.0, EU flags EU hats and a bolloxtobrexit hat at Southampton airport station PeopleVoteMarch
51, 2019-03-22,Southampton, -0.08, After half an hour in the online queue and 5 minutes deciding where to sit Ive finally got my tickets Ive never
52, 2019-03-22,Southampton, 0.75, 3 days until we bring the best of the marine industry to the iconic venue St Marys Stadium Southampton Book your
53, 2019-03-22,Southampton, -0.16, RT somusiccityfest SO This goes down today Southampton Music in the guildhallsquare Music industry conference MettricksGH and mor
54, 2019-03-22,Southampton, 0.5, PutItToThePeople Train from Southampton much much more loaded with marchers sensible walking shoes costumes
55, 2019-03-22,Southampton, 0.0, Wish I could have been in Southampton for UmbrellaFesttoday but I have to be in London today for some unfinished
56, 2019-03-22,Southampton, -0.35, jlandpcustserv received appalling service from JL Southampton yesterday evening on the AampTV department Sales Asst
57, 2019-03-22,Southampton, 0.4, Today Southampton is all about the music And its all free
58, 2019-03-22,Southampton, 0.0, DashCamTwats FfsOMG A bit like shamrock Quay in Southampton Cram them in
59, 2019-03-22,Southampton, 0.0, Wembley and Southampton sorted wwfc
60, 2019-03-22,Southampton, 0.0, RT chicaguapa Allonsy from Southampton SotonForEurope dorsetforeurope PVRoadTrip PutItToThePeople
61, 2019-03-22,Southampton, 0.0, Sent the Mrs to get my Southampton tickets from the ticket office whilst I buy Wembley tickets online She has been
62, 2019-03-22,Southampton, 0.2, Senior Solicitor Childcare Team LeaderSouthampton HampshireSouthampton and Fareham Legal Services Partnership
63, 2019-03-22,Southampton, 0.8, Michelle FarrellThis show is brilliant My boys have seen it twice in Southampton and Hedge EndThey loved the puppets
64, 2019-03-22,Southampton, 0.45, AdamVirgo Yeah very true nothing we can do now Shame with Southampton tickets going on sale at 9am too dont t
65, 2019-03-22,Southampton, -0.06, SDJGreen Yes mate Yellow car park again Booked it earlier in the week No more parking left to book as sorted Bu
66, 2019-03-22,Southampton, 0.25, RT mymedrec Were hiring Come and join our award winning team and you can be scratching your head on a daily basis too globaldigital
67, 2019-03-22,Southampton, 0.0, RT VikingCrew1 Jess and Rebecca from the Vikingcrew Recruitment Team are at the Mercure Hotel in Southampton today from 2pm5pm meeting
68, 2019-03-22,Southampton, 0.1, Training up from Southampton this morning and its already busy with peoples march attendees
69, 2019-03-22,Southampton, 0.0, Wembley amp Southampton sorted BringItOn
70, 2019-03-22,Southampton, 0.0, RT TheFreeWorldOrg RT chicaguapa Allonsy from Southampton SotonForEurope dorsetforeurope PVRoadTrip PutItToThePeople
71, 2019-03-22,Southampton, 0.0, RT SkyCcfc AlfieWallace03 CoventryCity A youngster from Southampton
72, 2019-03-22,Southampton, 0.23, RT KizzaDunseith Looking for a spare for Southampton away Willing to pay over fv spion1906kop rt much appreciated
73, 2019-03-22,Southampton, 0.0, RT ECUJoondalupSoc Congratulations to former Jacks Academy player James Martin who has signed for the EPL side Southampton Academy https
74, 2019-03-22,Southampton, 0.02, RT SotonForEurope More than 11500 people in Southampton have signed the RevokeArticle50Petition over the past few days Three coaches a
75, 2019-03-22,Southampton, 0.0, RT chicaguapa Allonsy from Southampton SotonForEurope dorsetforeurope PVRoadTrip PutItToThePeople
76, 2019-03-22,Southampton, 0.0, RT nedboulting If you want to get your head around what the 298 kilometres of tomorrows Milan Sanremo looks like then how about racing
77, 2019-03-22,Southampton, 0.0, RT chicaguapa Allonsy from Southampton SotonForEurope dorsetforeurope PVRoadTrip PutItToThePeople
78, 2019-03-22,Southampton, 0.0, RT PrincessCruises The countdown continues In just 25 days Sapphire Princess will be back in Southampton
79, 2019-03-22,Southampton, 0.0, RT PilgrimTrust Botley St Bartholemews a C13th chancel On the Roman but not Gough map road from Southampton William Cobbett lived he
80, 2019-03-22,Southampton, -0.06, RT GeneralJules Down at the Grapes Pub near the Ocean Terminal in Southampton On 10 April 1912 three brothers who were due to join the T
81, 2019-03-22,Southampton, 0.0, RT chicaguapa Allonsy from Southampton SotonForEurope dorsetforeurope PVRoadTrip PutItToThePeople
82, 2019-03-22,Southampton, 0.0, 0922 Red Jet 7 is leaving Southampton
83, 2019-03-22,Southampton, 0.0, RT HasanTariq10 Some players leave Southampton and never look back Dont speak about us show no respect and act as if they never played
84, 2019-03-22,Southampton, 0.0, RT chicaguapa Allonsy from Southampton SotonForEurope dorsetforeurope PVRoadTrip PutItToThePeople
85, 2019-03-22,Southampton, 0.28, RT HobbycraftSOU Half price fabrics from todayLots of gorgeous cottons to chose at amazing prices Selected lines only prices as mark
86, 2019-03-22,Southampton, -0.06, RT GeneralJules Down at the Grapes Pub near the Ocean Terminal in Southampton On 10 April 1912 three brothers who were due to join the T
87, 2019-03-22,Southampton, 0.0, RT chicaguapa Allonsy from Southampton SotonForEurope dorsetforeurope PVRoadTrip PutItToThePeople
88, 2019-03-22,Southampton, 0.0, HantsPolice Just reported a bike thief this is the pic we got of him was taken at Grosvenor Rd Southampton
89, 2019-03-22,Southampton, 0.0, RT chicaguapa Allonsy from Southampton SotonForEurope dorsetforeurope PVRoadTrip PutItToThePeople
90, 2019-03-22,Southampton, 0.0, RT UniSotonIntl Today is WorldWaterDayDid you know researchers from across unisouthampton are building research capacity to tackle the
91, 2019-03-22,Southampton, 0.09, RT MediaMoriarty A little night time photography The Wool House Southampton Originally built in 1338 by Cistercian Monks from Beaulie
92, 2019-03-22,Southampton, 0.0, JazzO72 KateWilton1 On bus flotilla from Southampton
93, 2019-03-22,Southampton, 0.27, RT NSTheatres Dont forget to pop in at NSTCity for the UmbrellaFest19 which will be a day filled with a mixture of live music exhibit
94, 2019-03-22,Southampton, 0.8, RT talkSAINTS Gareth Bale I loved playing for Southampton the fans are incredible and I will always be in debt to them Saintsfc htt
95, 2019-03-22,Southampton, -0.19, Just a little photo of me presenting some of my work SolentCreatives meet up this weeknetworking Southampton
96, 2019-03-22,Southampton, 0.09, RT MediaMoriarty A little night time photography The Wool House Southampton Originally built in 1338 by Cistercian Monks from Beaulie
97, 2019-03-22,Southampton, 0.0, RT CMaltbyNeuro 4 packed coaches en route from Southampton peoplesvoteuk SotonForEurope
98, 2019-03-22,Southampton, 0.0, RT chicaguapa Allonsy from Southampton SotonForEurope dorsetforeurope PVRoadTrip PutItToThePeople
99, 2019-03-22,Southampton, 0.1, Over 2000 already raised for SamaritansThank you for the orders so far Dont forget to get your orders in av
0, 2019-03-22,Spurs, 1.0, MartinDanks wrightjames83 stevephipps83 RA04NKS stuartbritton danniunders Literally like Spurs away mate perfect
1, 2019-03-22,Spurs, 0.0, RT LastWordOnSpurs Tottenham Hotspur defender Jan Vertonghen channelling his inner Spurs when asked about Chelseas Eden Hazard
2, 2019-03-22,Spurs, 0.0, RT spurs HOW MARCO
3, 2019-03-22,Spurs, 0.0, RT BleacherReport Harden dropped 61 PTS on the Spurs and moved into 10th on the alltime 3PM list
4, 2019-03-22,Spurs, 0.0, RT BillieT A welsh bloke with no prior attachment to spurs before signing supported a different club when he was a child These are the
